CADILLAC,"కాడిలాక్ మోటార్ కార్ డివిజన్  అమెరికన్ ఆటోమొబైల్ తయారీదారు జనరల్ మోటార్స్ కంపెనీ (జిఎమ్) లోని  విభాగం, ఈ కార్ డివిజన్  విలాసవంతమైన  వాహనాలను డిజైన్, నిర్మాణం చేస్తుంది .కాడిలాక్ మోటార్ సంస్థ కంపెనీ వాహనాల మార్కెట్ యునైటెడ్ స్టేట్స్, కెనడా , చైనా దేశాలు . ఇవి గాక ప్రపంచ వ్యాప్తం గా  34 దేశాలలో మార్కెట్ చేస్తున్నారు. కాడిలాక్ మోటార్ ఆటోమొబైల్స్ విలాసవంతమైన కార్లు   అమెరికా  దేశం లో ఎక్కువగా అమ్మకాలు ఉన్నాయి . 2019 సంవత్సరములో ప్రపంచ వ్యాప్తం  గా 3,90,458 అమ్మకాలతో, ప్రపంచములో  రికార్డు గా నిలిచింది.\nకాడిలాక్ వాహనాలు   ప్రపంచములో  మొదటి ఆటోమోటివ్ బ్రాండ్ , యునైటెడ్ స్టేట్స్ లో 4 వ స్థానం. కాడిలాక్ పేరు ఆ సంస్థ వ్యవస్థాపకుడు అంటాయనే డె లా  మోతె కాడిలాక్ తో ఉన్నది. డెట్రాయిట్ , మిచిగాన్ లో కంపెనీ ని స్థాపించాడు. కాడిలాక్ చిహ్నం ఆటోమాటివ్ కంపెనీ లలో లీడర్ ( అగ్రశ్రేణి ) గుర్తు  గా ఉన్నది.\nకాడిలాక్ వాహనాల   భాగాల పరీక్షలో యునైటెడ్ స్టేట్స్ నుంచి  1908 సంవత్సరం లో  యునైటెడ్ కింగ్ డమ్ వెళ్లి    రాయల్ ఆటోమొబైల్ క్లబ్   పరస్పర భాగాల మార్పిడిలో విజయవంతం గా ప్రదర్శిండం తో,  ఆ క్లబ్ నుంచి  డెవార్ ట్రోఫీ గెలుచుకున్న మొదటి అమెరికా దేశ కంపెనీ  గా  నిలిచింది . ఈ విజయవంతం తో సంస్థ నినాదం “ స్టాండర్డ్ ఆఫ్ ది వరల్డ్' కు దారి తీసింది . ఎలక్ట్రిక్ స్టార్టింగ్, లైటింగ్ ను  వాహనాలలో  కంపెనీ  చేర్చడం ద్వారా,గి 1912 సంవత్సరములో  తిరిగి  ట్రోఫీని కంపెనీ  గెలుచుకుంది.",
CHEVROLET,"చెవరోలేట్ ( చెవి )  జనరల్ మోటార్స్ (జిఎమ్) అమెరికన్ ఆటోమొబైల్ విభాగం లోనిది. లూయిస్చె చెవరోలేట్  ను  తొలగించి ,  విలియం సి. డ్యురాంట్ ( జనరల్ మోటార్స్ స్థాపకుడు)  చే  1911 నవంబరు 3 న చేవ్రొలెట్ మోటార్ కార్ కంపెనీగా సంస్థను ప్రారంభించాడు .  ప్రపంచ వ్యాప్తం గా చెవరోలేట్ బ్రాండ్ వాహనాలు అమ్మ బడతాయి . ఉత్తర  అమెరికాలో  సబ్ కాంపాక్ట్  వాహనాల నుంచి, మీడియం డ్యూటీ తో ఉన్న వాణిజ్య పరమైన వాహనాలు  తయారు చేస్తూ, అమ్మకాలతో ఉన్నది.",
CHRYSLER,"క్రిస్లర్ అమెరికా దేశం లో బిగ్ త్రి ఆటోమొబైల్ పరిశ్రమ  తయారీ  సంస్థలలో ఒకటి. ఈ కంపెనీ ప్రధాన కార్యాలయం ఉత్తర అమెరికా, మిచిగాన్ లోని ఆబర్న్ హిల్స్ లో ఉన్నది . ఈ కంపెనీ  స్టెల్లాంటిస్ ( డచ్)   కు  విభాగ సంస్థ. క్రిస్లర్ బ్రాండ్ తో పాటు, స్టెల్లాంటిస్ వాహననాలను   ఉత్తర  అమెరికా తో పాటు ప్రపంచవ్యాప్తంగా  డాడ్జ్, జీప్,రామ్  పేర్ల  కింద  వాహనాలను విక్రయిస్తుంది. వీటిలో మోపర్,  ఆటోమోటివ్ భాగాలు,ఉపకరణాల విభాగం, ఎస్ ఆర్ టి వంటివి ఉన్నాయి. మొట్ట మొదలు  క్రిస్లర్ కార్పొరేషన్ 1925 సంవత్సరం లో  వాల్టర్ క్రిస్లర్ చే ప్రారంభించబడినది . వాల్టర్ క్రిస్టల్  మాక్స్వెల్ మోటార్ కంపెనీ  నుంచి తీసుకున్నాడు . క్రిస్లర్ కంపెనీని 1998 సంవత్సరములో  డైమ్లర్-బెంజ్ కొనుగోలు చేసి, ఆ తర్వాత కంపెనీ పేరు   డైమ్లర్ క్రిస్లర్ గా మారింది. డైమ్లర్ తర్వాత , ఫియట్ ఎస్.పి.ఎ 2014  సంవత్సరంలో  కొనుగోలు చేయడానికి ముందు, ఈ   కంపెనీ  క్రిస్లర్ ఎల్ ఎల్ సి (2007-2009) , క్రిస్లర్ గ్రూప్ ఎల్ ఎల్ సి (2009-2014)  పేరుతొ ఉన్నది.",
DATSUN,"డాట్సన్  ఆటోమొబైల్ బ్రాండ్  నిస్సాన్  కంపెనీ లోనిది . డాట్సన్ వాహనాల తయారీ 1931 సంవత్సరం లో ప్రారంభం అయినది. 1958 సంవత్సరం నుండి  1986 సంవత్సరం ఎగుమతి అయ్యే వాహనాలను   డాట్సన్ గా గుర్తించబడినవి. 1986 సంవత్సరం  నాటికి, నిస్సాన్ డాట్సన్ పేరును  తొలగించి,  మార్కెట్ల కోసం తక్కువ ధరతో, కొత్త మోడల్స్ తో  తయారు చేసిన వాహనాల బ్రాండ్  తో  జూన్ 2013 సంవత్సరంలో తిరిగి ప్రారంభించింది. నిస్సాన్ 2019 ,2020 రెండవసారి డాట్సన్ బ్రాండ్ పేరు తొలగించారు.  డాట్సన్ పేరు అంతర్జాతీయంగా 510, ఫెయిర్ లేడీ రోడ్ స్టెర్స్, జెడ్ , జెడ్ఎక్స్ కు  ప్రసిద్ధి చెందింది.",
DC,డిసి డిజైన్ దిలీప్ ఛాబ్రియా నేతృత్వంలోని భారతీయ డిజైన్ సంస్థ. ఈ సంస్థ భారతదేశపు మొట్టమొదటి స్పోర్ట్స్ కారుగా పరిగణించబడే డిసి అవంతిని రూపొందించింది.,
DODGE,"డాడ్జ్ అమెరికా దేశ బ్రాండ్ ఉన్న ఆటోమొబైల్స్ స్టెల్లాంటిస్ విభాగం లోని సంస్థ.  ఉత్తర అమెరికా, మిచిగాన్ లోని ఆబర్న్ హిల్స్ లో  ఉన్నది.  ప్రస్తుతం డాడ్జ్ వాహనాల్లో కార్లు ఉన్నాయి. 1900  సంవత్సరం లో హొరేస్ ఎల్జిన్ డాడ్జ్, జాన్ ఫ్రాన్సిస్ డాడ్జ్  అన్నదమ్ములచే  డాడ్జ్ బ్రదర్స్ పేరుతొ, ఆటోమొబైల్స్ ప్రారంభించి , డెట్రాయిట్ వారి వాహనాల పరికరాలు  వంటి వాటికి  సరఫరా  దారుగా ఉన్నారు.\n1914  సంవత్సరం లో  ఫోర్డ్  వాహనాలకు 'డాడ్జ్ బ్రదర్స్' బ్రాండ్ కింద పూర్తి ఆటోమొబైల్స్  తయారీని  ప్రారంభించాడు. ఈ కర్మాగారం మిచిగాన్ లోని హామ్ట్రాంక్ లో ఉంది. 1910 సంవత్సరమునుండి   జనవరి 1980  సంవత్సరము వరకు కంపెనీ మూసివేసే వరకు  డాడ్జ్  వాహనాలు ఇక్కడ   తయారు చేయడం జరిగింది. జాన్ డాడ్జ్ 1920 జనవరిలో స్పానిష్ ఫ్లూ తో,  అతని సోదరుడు డిసెంబరులో మరణించారు. డాడ్జ్  కంపెనీని వారి కుటుంబ సభ్యులు 1928 లో క్రిస్లర్ కు విక్రయించడానికి ముందు 1925లో డిల్లాన్, రీడ్ &  కంపెనీ వారికి విక్రయించారు.",
FERRARI,"ఫెరారీ ఎస్.పి.ఎ. ఇటలీ దేశం లోని మారనెల్లో  ఉన్న  ఇటాలియన్ లగ్జరీ స్పోర్ట్స్ కార్ల తయారీ సంస్థ . 1939 సంవత్సరం లో  ఎన్జో ఫెరారీ చే స్థాపించబడిన ఈ సంస్థ ఆల్ఫా రోమియో రేస్ విభాగం నుండి  ఆటో ఏవియో కాస్ట్రుజియోని గా , 1940 సంవత్సరం  లో తన మొదటి కారును  నిర్మాణం చేసి , 1947 సంవత్సరం  లో మొదటి ఫెరారీ-బ్యాడ్జ్డ్ తో  కారును  తయారు చేసింది . ఫియట్ ఎస్.పి.ఎ. 1969 సంవత్సరం లో ఫెరారీలో 50 శాతము  కొనుగోలు చేసి, 1988 సంవత్సరం లో తన వాటాను 90 శాతము మేరకు తీసుకున్నది.\nఅక్టోబర్ 2014 సంవత్సరం  లో, ఫియట్ క్రిస్లర్ ఆటోమొబైల్స్ (ఎఫ్ సిఎ) ఫెరారీ ఎస్.పి.ఎ.ను ,  ఫియట్ క్రిస్లర్ ఆటోమొబైల్స్  ఎఫ్ సిఎ నుంచి  వేరు చేయాలనే తన  నిర్ణయంను  వెలువరించింది .  ఈ  ప్రకటన  వరకు ఫియట్ క్రిస్లర్ ఆటోమొబైల్స్   ఎఫ్ సిఎ ఫెరారీలో 90 శాతము వాటాను  కలిగి ఉంది. ఈ విభజన ప్రక్రియ   అక్టోబర్ 2015 సంవత్సరం లో      ఫెరారీ ఎస్.పి.ఎ. గ్రూపు  కొత్త హోల్డింగ్ కంపెనీగా ఫెరారీ ఎన్.వి నెదర్లాండ్స్  సంస్థ  ను స్థాపించిడం తో  పునర్నిర్మాణంతో ప్రారంభమైంది.",
FIAT,"ఫియట్ ఆటోమొబైల్స్ ఎస్. పి .ఎ ఫియట్  గా పిలువబడే ( ఇటాలియన్ ఆటోమొబైల్స్ సంస్థ , టురిన్  )   ఫియట్ క్రిస్లర్ ఆటోమొబైల్స్ పూర్వ పేరుగా ఉన్నది . 2021 సంవత్సరం నుంచి  స్టెల్లాంటిస్ కు  విభాగముగా  ఉన్నది. ఫియట్ ఆటోమొబైల్స్  2007 సంవత్సరంలో స్థాపించి,  ఫియట్ ఎస్. పి .ఎ గా గుర్తించబడి,  1899 సంవత్సరములో   మొదటి ఫియట్ 4 ఎచ్ పి  ఉత్పాదనను  గుర్తు చేసింది.\nఫియట్ ఆటోమొబైల్స్ అధికముగా   ఇటలీ దేశం లో  ఉత్పత్తి చేస్తారు . ఫియట్ ఆటోమొబైల్స్ కు ఉన్న వంద ఏళ్ళ చరిత్రలో అత్యధిక ఆటోమొబైల్స్ తయారీదారుగా యూరోప్ లో , ప్రపంచములో జనరల్ మోటార్స్ తర్వాత, ఇరవై సంవత్సరాలుగా  1980 సంవత్సర కార్ల సంక్షో భం  వచ్చే వరకు  3 వ స్థానములో  ఉన్నది  . 2013 సంవత్సరంలో ఫియట్ ఎస్ .పి ఎ ఉత్పత్తులలో  యూరోప్ లో రెండవ స్థానం, ప్రపంచం లో ఏడవ స్థానం లో ఉన్నది.",
FORCE,"ఫోర్స్ మోటార్స్ లిమిటెడ్ కంపెనీ భారత దేశ బహుళ జాతి ఆటోమోటివ్ తయారు చేసే పరిశ్రమ.  కంపెనీ ప్రధాన కార్యాలయం పూణే నగరం , మహారాష్ట్రలో  కలదు .  కంపెనీ వ్యవస్థాపకుడు డాక్టర్ అభయ్, ఫిరోదా గ్రూప్. 1958 సంవత్సరం నుండి 2005 సంవత్సరం వరకు ఈ కంపెనినీ బజాజ్ టెంపో మోటార్  గా పిలుబడదేది, ఎందుకంటే ఈ కంపెనీ భాగస్వామిగా  బచరాజ్ ట్రేడింగ్ లిమిటెడ్ వారితో , జర్మనీ టెంపో వారితో ఉండేది. ఫోర్స్ మోటార్స్  కంపెనీ ఉత్పత్తులలో   టెంపో, మెటడార్ , మినిడోర్, ట్రావెలర్   పేరుగాంచిన బ్రాండ్స్ గా ఉన్నాయి. గత 50 సంవత్సరాలుగా  కంపెనీ పేరు  గాంచిన  డైమ్లర్, జడ్ఎఫ్, బాష్, విడబ్ల్యు, ట్రాటన్, మ్యాన్ వంటి కంపెనీ లతో భాగస్వామిగా ఉన్నది.\nఫోర్స్ మోటార్స్ భారతదేశం లో వ్యాన్ల తయారీలో అగ్రగామిగా ఉండి , 2016 సంవత్సరంలో 327 స్థానములో , ఫార్చ్యూన్ ఇండియా కంపెనీ జాబితాలో 500 స్థానములో ఉన్నది.",
FORD,"ఫోర్డ్ మోటార్ కంపెనీ  ( ఫోర్డ్)  ఒక అమెరికన్ బహుళ జాతియ  కంపెనీ. కంపెనీ ప్రధాన కార్యాలయం  డెట్రాయిట్ లో కలదు . ఫోర్డ్ మోటార్ కంపెనీ వ్యవస్థాపకుడు హెన్రీ ఫోర్డ్ చే  1903   సంవత్సరంలో జూన్ 16 వ తేదీన స్థాపించబడినది . కంపెనీ అమ్మకాలలో ఆటోమొబైల్స్, వాణిజ్య పర సంబంధమైన వాహనములను ఫోర్డ్ బ్రాండ్ పేరుతొ , విలాస వంతమైన కార్లలలో  లింకన్ బ్రాండ్ పేరుతొ ఉంది.\nఫోర్డ్ వాహనములు జనరల్ మోటార్స్ తర్వాత   అమెరికా దేశం లో రెండవ స్థానము లో ఉండి , ప్రపంచ దేశాల 2015 సంవత్సర  ఆటోమొబైల్స్ ఉత్పత్తులలో   టొయోట ,  వోల్క్స్ వాగెన్ , హ్యుండై -కియా  తర్వాత  5 వ స్థానం లో  ఉన్నది.",
